catalog_number,scan_name,provisional_id,layer_in_batch,scan_folder,trip_folder,element,side,site,scan_voxelsize_mm,scanned,true_voxelsize_mm,raw_ply,fill_ply,crop_ply,checked,notes,last_mod,scan_metadata,processor,mod_by,morphosource_tiff,morphosource_surface,morphosource_checked,morphosource_media,citation,"Folder Struct Check[0,1]"
UF284215,UF284215,macrocranion<,3,UF283336,201402,M/1,L,v12029,0.005237519216,Y,0.005286577683,X,X,X,X, ,3/1/14,201402-36,NSV, ,TRUE,TRUE,TRUE,M7952, ,1
UF283244,UF283244,macrocranion, ,UF283337,201402,M3/, ,v12029,0.003969434183,Y,0.00401971724,X,:(,:(,:(,being picky: parastyle worn away,9/6/16,201402-19,NSV, ,FALSE,FALSE,FALSE,, ,1
UF283337,UF283337,macrocranion<, ,UF283337,201402,M/1, ,v12029,0.003969434183,Y,0.00401971724,X,X,X,WORN,"chipped, not broken",3/1/14,201402-19,NSV, ,TRUE,TRUE,TRUE,M7781, ,1
UF283340,UF283340,macrocranion, ,UF283337,201402,M/1 or M/2, ,v12029,0.003969434183,Y,0.00401971724,X,X,X,BROKEN,enamelless,3/1/14,201402-19,NSV, ,TRUE,TRUE,TRUE,M7782, ,1
UF283468,UF283468,erinaceomorpha, ,UF283337,201402,M/3, ,v12029,0.003969434183,Y,0.00401971724,X,X,X,X, ,9/4/16,201402-19,NSV, ,FALSE,FALSE,FALSE,, ,1
UF283469,UF283469,erinaceomorpha, ,UF283337,201402,M/3, ,v12029,0.003969434183,Y,0.00401971724,X,X,X,X,"chunk out of hypoconulid, repair attempted, specimen small?",1/2/17,201402-19,NSV, ,FALSE,FALSE,FALSE,, ,1
UF284273,UF284273,erinaceomorpha, ,UF283337,201402,MX/, ,v12029,0.003969434183,Y,0.00401971724,X,X,X,X, ,9/4/16,201402-19,NSV, ,FALSE,FALSE,FALSE,, ,1
UF284284,UF284284,erinaceomorpha, ,UF283337,201402,M1/,R,v12029,0.003969434183,Y,0.00401971724,X, , , X,being picky: rootward enamel gone,9/4/16,201402-19,NSV, ,FALSE,FALSE,FALSE,, ,1
UF295204,UF295204,macrocranion, ,UF283337,201402,M3/, ,v12029,0.003969434183,Y,0.00401971724,X,:(,:(,:(,being picky: less than stellar enamel,9/4/16,201402-19,NSV, ,FALSE,FALSE,FALSE,, ,1
UF283250,UF283250,erinaceomorpha, ,UF283339,201402,M3/,L,v12029,0.004261207869,Y,0.004311950656,X,X,X,X,quite worn,9/4/16,201402-25,NSV, ,FALSE,FALSE,FALSE,, ,1
UF283293,UF283293,erinaceomorpha, ,UF283339,201402,MX/, ,v12029,0.004261207869,Y,0.004311950656,X,X,X,X,a little worn,9/4/16,201402-25,NSV, ,FALSE,FALSE,FALSE,, ,1
UF283339,UF283339,macrocranion, ,UF283339,201402,M/1 or M/2, ,v12029,0.004261207869,Y,0.004311950656,X,X,X,BROKEN,"needs re-cropping along the bottom; looks like a piece of the protoconid is  gone, but I'm not sure cf. 13-0737",3/1/14,201402-25,NSV, ,TRUE,TRUE,TRUE,M7780, ,1
UF283466,UF283466,erinaceomorpha, ,UF283339,201402,M/3, ,v12029,0.004261207869,Y,0.004311950656,X,X,X,X, ,1/2/17,201402-25,NSV, ,FALSE,FALSE,FALSE,, ,1
UF283343,UF283343,colpocherus, ,UF283343,201402,M/1 or M/2, ,v12029,0.003692313088,Y,0.003741749132,X,X,X,BROKEN,"enamelless; a debatable keeper. Large ventral chunks gone, and hypoconulid almost gone",3/1/14,201402-14,NSV, ,TRUE,TRUE,TRUE,M7663, ,1
UF283690,UF283690,erinaceomorpha, ,UF283343,201402,M/3, ,v12029,0.003692313088,Y,0.003741749132,X,X,X,X, ,1/3/17,201402-14,NSV, ,FALSE,FALSE,FALSE,, ,1
UF284274,UF284274,erinaceomorpha, ,UF283343,201402,M1/ or M2/, ,v12029,0.003692313088,Y,0.003741749132,BROKEN,:(,:(,:(,"enamelless; Paper notes mistranscribed, specimen number originally, erroneously typed as 284280",9/4/16,201402-14,NSV, ,FALSE,FALSE,FALSE,, ,1
UF295483,UF295483,colpocherus, ,UF283343,201402,M3/, ,v12029,0.003692313088,Y,0.003741749132,X,X,X,X, ,9/4/16,201402-14,NSV, ,FALSE,FALSE,FALSE,, ,1
UF283252,UF283252,erinaceomorpha,1,UF283344,201402,M3/,L,v12029,0.004261208698,Y,0.004311951486,X,X,X,X, ,8/25/16,201402-25,NSV, ,FALSE,FALSE,FALSE,, ,1
UF283329,UF283329,erinaceomorpha,1,UF283344,201402,M/3, ,v12029,0.004261208698,Y,0.004311951486,X,BROKEN,:(,:(,rough enamel on talonid,12/10/17,201402-25,NSV, ,FALSE,FALSE,FALSE,,,1
UF283342,UF283342,macrocranion<,2,UF283344,201402,M/2, ,v12029,0.004261208698,Y,0.004311951486,X,X,X,:(,"Chipped, not broken",3/1/14,201402-25,NSV, ,TRUE,TRUE,TRUE,M7777, ,1
UF283344,UF283344,colpocherus,1,UF283344,201402,M/1 or M/2, ,v12029,0.004261208698,Y,0.004311951486,X,X,X,BROKEN,chipped (heavily),3/1/14,201402-25,NSV, ,TRUE,TRUE,TRUE,M7964, ,1
UF283470,UF283470,erinaceomorpha,2,UF283344,201402,M/3, ,v12029,0.004261208698,Y,0.004311951486,X,X,X,X,"surfaces corrupted, remade",2/13/17,201402-25,NSV, ,FALSE,FALSE,FALSE,, ,1
UF284280,UF284280,erinaceomorpha,2,UF283344,201402,MX/,R,v12029,0.004261208698,Y,0.004311951486,X,X,X,X, ,8/25/16,201402-25,NSV, ,FALSE,FALSE,FALSE,, ,1
UF284323,UF284323,erinaceomorpha,1,UF283344,201402,M2/,L,v12029,0.004261208698,Y,0.004311951486,X, , , X,being picky; anterior edge crumbly,8/25/16,201402-25,NSV, ,FALSE,FALSE,FALSE,, ,1
UF295484,UF295484,erinaceomorpha,2,UF283344,201402,M3/,R,v12029,0.004261208698,Y,0.004311951486,X,X,X,X,"paper notes mistranscribed, specimen number originally, erroneously typed as 295204, but is really 295484",8/24/16,201402-25,NSV, ,FALSE,FALSE,FALSE,, ,1
UF283309,UF283309,macrocranion<,3,UF283346,201402,M/1,R,v12029,0.00418414548,Y,0.004234809914,X,X,X,WORN,"because of flipping, long misID'd as UF283350. fixed 2/20/17",3/1/14,201402-05,NSV, ,TRUE,TRUE,TRUE,M7800, ,1
UF283346,UF283346,macrocranion<,1,UF283346,201402,M/1,L,v12029,0.00418414548,Y,0.004234809914,X,X,X,X,needs re-cropping ventrally,3/1/14,201402-05,NSV, ,TRUE,TRUE,TRUE,M7794, ,1
UF283347,UF283347,macrocranion<,2,UF283346,201402,M/2,L,v12029,0.00418414548,Y,0.004234809914,X,X,X,X,"because of flipping, long mis-ID'd as UF284206. Fixed 2/20/17",3/1/14,201402-05,NSV, ,TRUE,TRUE,TRUE,M7795, ,1
UF283350,UF283350,macrocranion<,3,UF283346,201402,M/1,L,v12029,0.00418414548,Y,0.004234809914,X,X,X,X,"because of flipping, long misID'd as UF283209. fixed 2/20/17",3/1/14,201402-05,NSV, ,TRUE,TRUE,TRUE,M7796, ,1
UF283486,UF283486,erinaceomorpha,1,UF283346,201402,M/3, ,v12029,0.00418414548,Y,0.004234809914,X,BROKEN,:(,:(,missing enamel,12/10/17,201402-05,NSV, ,FALSE,FALSE,FALSE,, ,1
UF284204,UF284204,macrocranion<,1,UF283346,201402,M/2,R,v12029,0.00418414548,Y,0.004234809914,X,X,X,X, ,3/1/14,201402-05,NSV, ,TRUE,TRUE,TRUE,M7798, ,1
UF284206,UF284206,macrocranion<,2,UF283346,201402,M/2,R,v12029,0.00418414548,Y,0.004234809914,X,X,X,BROKEN,"because of flipping, long mis-ID'd as UF283347. Fixed 2/20/17; hypoconulid gone",3/1/14,201402-05,NSV, ,TRUE,TRUE,TRUE,M7799, ,1
UF283308,UF283308,macrocranion<, ,UF283351,201402,M/2, ,v12029,0.003863263177,Y,0.003913268969,X,X,X,X, ,3/1/14,201402-06,NSV, ,TRUE,TRUE,TRUE,M7950, ,1
UF283351,UF283351,erinaceomorpha, ,UF283351,201402,M/1 or M/2, ,v12029,0.003863263177,Y,0.003913268969,X,BROKEN,:(,:(, ,12/10/17,201402-06,NSV, ,FALSE,FALSE,FALSE,, ,1
UF283355,UF283355,plagioctenoides, ,UF283355,201402,P/4, ,v12029,0.003541838144,Y,0.003590646782,X,X,X,X, ,3/24/15,201402-12, , ,TRUE,TRUE,TRUE,M7650, ,1
UF283372,UF283372,plagioctenoides, ,UF283355,201402,MX/, ,v12029,0.003541838144,Y,0.003590646782,X, ,X,X,all other surfaces lost in hard drive crash,1/1/17,201402-12,BSB, ,FALSE,FALSE,FALSE,, ,1
UF283490,UF283490,erinaceomorpha, ,UF283355,201402,M/3, ,v12029,0.003541838144,Y,0.003590646782,X,X,X,X, ,1/31/15,201402-12,NSV, ,TRUE,TRUE,TRUE,M7534, ,1
UF283359,UF283359,plagioctenoides, ,UF283359,201402,M/1 or M/2, ,v12029,0.003971260041,Y,0.004021547353,X,X,X,WORN,Really worn,3/9/15,201402-21,KLR, ,TRUE,TRUE,TRUE,M7536, ,1
UF283378,UF283378,plagioctenoides, ,UF283359,201402,MX/, ,v12029,0.003971260041,Y,0.004021547353,X, , , X,surfaces lost in hard drive crash,12/10/17,201402-21,NSV, ,FALSE,FALSE,FALSE,, ,1
UF284330,UF284330,plagioctenoides, ,UF283359,201402,MX/, ,v12029,0.003971260041,Y,0.004021547353,X, , , X,"processed once, but files lost in hard drive crash",12/10/17,201402-21,NSV, ,FALSE,FALSE,FALSE,, ,1
UF295455,UF295455,plagioctenoides, ,UF283359,201402,M/1 or M/2, ,v12029,0.003971260041,Y,0.004021547353,BROKEN,:(,:(,:(,protoconid snapped off,12/10/17,201402-21,NSV, ,FALSE,FALSE,FALSE,, ,1
UF283360,UF283360,plagioctenoides, ,UF283360,201402,M/X, ,v12029,0.00447044159,Y,0.004521241187,X, , , X,"some repairable chips in enamel, some of hypoconid missing",1/1/17,201402-28,BSB, ,FALSE,FALSE,FALSE,, ,1
UF283395,UF283395,plagioctenoides, ,UF283360,201402,MX/, ,v12029,0.00447044159,Y,0.004521241187,X, ,X,X,all other files lost in hard drive crash,1/1/17,201402-28,BSB, ,FALSE,FALSE,FALSE,, ,1
UF283358,UF283358,plagioctenoides, ,UF283443,201402,M/1 or M/2, ,v12029,0.004877858595,Y,0.004928114851,X,BROKEN,:(,:(,big hole,3/9/15,201402-34,KLR, ,TRUE,TRUE,TRUE,M7539, ,1
UF283379,UF283379,plagioctenoides, ,UF283443,201402,MX/, ,v12029,0.004877858595,Y,0.004928114851,X,X,X,X, ,1/1/17,201402-34,BSB, ,FALSE,FALSE,FALSE,, ,1
UF283380,UF283380,plagioctenoides, ,UF283443,201402,MX/, ,v12029,0.004877858595,Y,0.004928114851,X,X,X,X, ,1/1/17,201402-34,BSB, ,FALSE,FALSE,FALSE,, ,1
UF283443,UF283443,plagioctenoides, ,UF283443,201402,M/1 or M/2, ,v12029,0.004877858595,Y,0.004928114851,X,X,BROKEN,:(,Missing a cusp (paraconid),3/9/15,201402-34,KLR, ,TRUE,TRUE,TRUE,M7538, ,1
UF283374,UF283374,plagioctenoides, ,UF283702,201402,MX/, ,v12029,0.003541838144,Y,0.003590646782,X, ,X,X,file file corrupted,1/1/17,201402-12,BSB, ,FALSE,FALSE,FALSE,, ,1
UF283446,UF283446,plagioctenoides, ,UF283702,201402,M/1 or M/2, ,v12029,0.003541838144,Y,0.003590646782,X,X,X,BROKEN,two cusps broken,3/9/15,201402-12,KLR, ,TRUE,TRUE,TRUE,M7540, ,1
UF283702,UF283702,plagioctenoides, ,UF283702,201402,P/4, ,v12029,0.003541838144,Y,0.003590646782,X,X,X,X,Fix surface? a little grungy with wear tracks and missing enamel,3/19/15,201402-12, , ,TRUE,TRUE,TRUE,M7651, ,1
UF283373,UF283373,plagioctenoides, ,UF283725,201402,MX/, ,v12029,0.003971260041,Y,0.004021547353,X,BROKEN,:(,:(,paracone and metacone sheared off,9/19/16,201402-21,BSB, ,FALSE,FALSE,FALSE,, ,1
UF283381,UF283381,plagioctenoides, ,UF283725,201402,MX/, ,v12029,0.003971260041,Y,0.004021547353,X,X,X,X, ,1/1/17,201402-21,BSB, ,FALSE,FALSE,FALSE,, ,1
UF283383,UF283383,plagioctenoides, ,UF283725,201402,MX/, ,v12029,0.003971260041,Y,0.004021547353,X,X,X,X, ,1/1/17,201402-21,BSB, ,FALSE,FALSE,FALSE,, ,1
UF283442,UF283442,plagioctenoides, ,UF283725,201402,M/1 or M/2, ,v12029,0.003971260041,Y,0.004021547353,BROKEN,:(,:(,:(,entoconid/hypoconulid gone,12/10/17,201402-21,NSV, ,FALSE,FALSE,FALSE,, ,1
UF283491,UF283491,plagioctenoides, ,UF283725,201402,M/2, ,v12029,0.003971260041,Y,0.004021547353,X,X,X,X,"This one was already done, I just added the Xs",3/9/15,201402-21,KLR, ,FALSE,FALSE,FALSE,, ,1
UF283725,UF283725,niptomomys, ,UF283725,201402,P/4, ,v12029,0.003971260041,Y,0.004021547353,X,X,X,X,folder may be mislabelled 283724,3/24/15,201402-21, , ,FALSE,FALSE,FALSE,, ,1
UF283731,UF283731,niptomomys, ,UF283725,201402,P/4,l,v12029,0.003971260041,Y,0.004021547353,X,X,X,X, ,3/26/15,201402-21,NSV, ,TRUE,TRUE,TRUE,M7653, ,1
UF284008,UF284008,niptomomys, ,UF283725,201402,P/4, ,v12029,0.003971260041,Y,0.004021547353,X,X,X,X,"had to paint in missing chunk of, will save the .tif and .labels in case hand segmented cusp needs more work",3/19/15,201402-21, , ,TRUE,TRUE,TRUE,M7654, ,1
UF295443,UF295443,plagioctenoides, ,UF283725,201402,M/1 or M/2, ,v12029,0.003971260041,Y,0.004021547353,BROKEN,:(,:(,:(,protoconid gone,12/10/17,201402-21,NSV, ,FALSE,FALSE,FALSE,, ,1
UF283376,UF283376,plagioctenoides, ,UF283733,201402,MX/, ,v12029,0.003541838843,Y,0.003590647485,X,X,X,X,*is this really UF 283776?,9/19/16,201402-12,ESC, ,FALSE,FALSE,FALSE,, ,1
UF283444,UF283444,plagioctenoides, ,UF283733,201402,M/1 or M/2, ,v12029,0.003541838843,Y,0.003590647485,X,X,X,BROKEN,Really worn; entoconid sheared,3/9/15,201402-12,KLR, ,TRUE,TRUE,TRUE,M7543, ,1
UF283733,UF283733,plagioctenoides, ,UF283733,201402,P/4, ,v12029,0.003541838843,Y,0.003590647485,X,X,X,X,"some apical wear on ""protoconid"",""metaconid""",3/19/15,201402-12, , ,TRUE,TRUE,TRUE,M7655, ,1
UF283296,UF283296,erinaceomorpha, ,UF284207,201402,MX/, ,v12029,0.004930995895,Y,0.004981117583,X, , ,X,"root-ward parts of enamel missing, being picky",9/4/16,201402-07,NSV, ,FALSE,FALSE,FALSE,, ,1
UF283302,UF283302,erinaceomorpha, ,UF284207,201402,M2/,R,v12029,0.004930995895,Y,0.004981117583,X,X,X,X,"quite worn, but potentially good comparison to maxilla",9/4/16,201402-07,NSV, ,FALSE,FALSE,FALSE,, ,1
UF284207,UF284207,macrocranion, ,UF284207,201402,M/1 or M/2, ,v12029,0.004930995895,Y,0.004981117583,X,X,X,BROKEN,ventral break too big,3/1/14,201402-07,NSV, ,TRUE,TRUE,TRUE,M7785, ,1
UF284242,UF284242,talpavoides, ,UF284207,201402,M/1, ,v12029,0.004930995895,Y,0.004981117583,X,X,X,X,unsure: colpocherus or macrocranion,7/4/17,201402-07,NSV,NSV,TRUE,TRUE,TRUE,M7966, ,1
UF284257,UF284257,erinaceomorpha, ,UF284207,201402,M/3, ,v12029,0.004930995895,Y,0.004981117583,X,BROKEN,:(,:(,chip out of crista obliqua,1/2/17,201402-07,NSV, ,FALSE,FALSE,FALSE,, ,1
UF284266,UF284266,erinaceomorpha, ,UF284207,201402,M/3, ,v12029,0.004930995895,Y,0.004981117583,X,BROKEN,:(,:(,EDJ around hypoconulid -- too high,1/2/17,201402-07,NSV, ,FALSE,FALSE,FALSE,, ,1
UF295472,UF295472,erinaceomorpha, ,UF284207,201402,M3/, ,v12029,0.004930995895,Y,0.004981117583,X,X,X,X, ,9/4/16,201402-07,NSV, ,FALSE,FALSE,FALSE,, ,1
UF295474,UF295474,macrocranion, ,UF284207,201402,M3/,R,v12029,0.004930995895,Y,0.004981117583,X,:(,:(,:(,"some enamel missing, being picky",9/4/16,201402-07,NSV, ,FALSE,FALSE,FALSE,, ,1
UF283247,UF283247,erinaceomorpha, ,UF284208,201402,M3/,L,v12029,0.004310789991,Y,0.004361566845,X,X,X,X, ,4/11/17,201402-26,NSV, ,FALSE,FALSE,FALSE,, ,1
UF284208,UF284208,macrocranion<, ,UF284208,201402,M/1, ,v12029,0.004310789991,Y,0.004361566845,X,X,X,:(,"Chipped, not broken (but very chipped), needs ventral recropping",3/1/14,201402-26,NSV, ,TRUE,TRUE,TRUE,M7784, ,1
UF284264,UF284264,erinaceomorpha, ,UF284208,201402,M/3, ,v12029,0.004310789991,Y,0.004361566845,X,X,X,X, ,1/2/17,201402-26,NSV, ,FALSE,FALSE,FALSE,, ,1
UF284325,UF284325,erinaceomorpha, ,UF284208,201402,M2/,R,v12029,0.004310789991,Y,0.004361566845,X,BROKEN,:(,:(,chunk gone from anterior edge,8/29/16,201402-26,NSV, ,FALSE,FALSE,FALSE,, ,1
UF283311,UF283311,macrocranion,1,UF284212,201402,M/1 or M/2,R,v12029,0.00519351149,Y,0.005242752676,X,X,X,BROKEN,mostly enamelless,3/1/14,201402-08,NSV, ,TRUE,TRUE,TRUE,M7947, ,1
UF283315,UF283315,macrocranion,3,UF284212,201402,M/1,R,v12029,0.00519351149,Y,0.005242752676,X,X,X,X,"because of flipping, long misID'd as UF284210. fixed 2/20/17",6/30/17,201402-08,NSV, ,TRUE,TRUE,TRUE,M7970, ,1
UF284210,UF284210,talpavoides,3,UF284212,201402,M/1,L,v12029,0.00519351149,Y,0.005242752676,X,X,X,X,"because of flipping, long misID'd as UF283315. fixed 2/20/17",7/4/17,201402-08,NSV,NSV,TRUE,TRUE,TRUE,M7946, ,1
UF284212,UF284212,macrocranion<,2,UF284212,201402,M/2,L,v12029,0.00519351149,Y,0.005242752676,X,X,X,X, ,3/1/14,201402-08,NSV, ,TRUE,TRUE,TRUE,M7945, ,1
UF284214,UF284214,macrocranion<,1,UF284212,201402,M/2,L,v12029,0.00519351149,Y,0.005242752676,X,X,X,WORN,NEEDS ZIPPED TIFF STACK ON MORPHOSOURCE,3/1/14,201402-08,NSV, ,TRUE,TRUE,TRUE,M7944, ,1
UF284219,UF284219,macrocranion<, ,UF284219,201402,M/2, ,v12029,0.004338320345,Y,0.004389110589,X,X,X,WORN, ,3/1/14,201402-27,NSV, ,TRUE,TRUE,TRUE,M7267, ,1
UF284223,UF284223,macrocranion<, ,UF284219,201402,M/1, ,v12029,0.004338320345,Y,0.004389110589,X,X,X,WORN,"chipped, not broken",3/1/14,201402-27,NSV, ,TRUE,TRUE,TRUE,M7791, ,1
UF284254,UF284254,erinaceomorpha, ,UF284219,201402,M/3, ,v12029,0.004338320345,Y,0.004389110589,X,X,X,X, ,1/2/17,201402-27,NSV, ,FALSE,FALSE,FALSE,, ,1
UF284313,UF284313,erinaceomorpha, ,UF284219,201402,MX/, ,v12029,0.004338320345,Y,0.004389110589,X, , , X,being picky; rough enamel,8/29/16,201402-27,NSV, ,FALSE,FALSE,FALSE,, ,1
UF284317,UF284317,erinaceomorpha, ,UF284219,201402,MX/, ,v12029,0.004338320345,Y,0.004389110589,X, , , X,being picky; rough enamel,8/29/16,201402-27,NSV, ,FALSE,FALSE,FALSE,, ,1
UF295466,UF295466,macrocranion, ,UF284219,201402,M3/,L,v12029,0.004338320345,Y,0.004389110589,X,BROKEN,:(,:(,being picky? Paracone partially gone,8/29/16,201402-27,NSV, ,FALSE,FALSE,FALSE,, ,1
UF295468,UF295468,macrocranion, ,UF284219,201402,M3/, ,v12029,0.004338320345,Y,0.004389110589,X,BROKEN,:(,:(,"rough surface, lots of missing enamel",8/29/16,201402-27,NSV, ,FALSE,FALSE,FALSE,, ,1
UF284221,UF284221,macrocranion<, ,UF284221,201402,M/1, ,v12029,0.004341970909,Y,0.004392762632,X,X,X,X,NEEDS ZIPPED TIFF STACK ON MORPHOSOURCE,3/1/14,201402-09,NSV, ,TRUE,TRUE,TRUE,M7789, ,1
UF284252,UF284252,erinaceomorpha, ,UF284221,201402,M/3, ,v12029,0.004341970909,Y,0.004392762632,X,BROKEN,:(,:(,mostly enamelless,1/2/17,201402-09,NSV, ,FALSE,FALSE,FALSE,, ,1
UF284300,UF284300,erinaceomorpha, ,UF284221,201402,MX/,L,v12029,0.004341970909,Y,0.004392762632,X,X,X,X, ,8/29/16,201402-09,NSV, ,FALSE,FALSE,FALSE,, ,1
UF295476,UF295476,macrocranion, ,UF284221,201402,M3/, ,v12029,0.004341970909,Y,0.004392762632,X,:(,:(,:(,"maybe salvagable, but metacone mostly gone; being picky",8/29/16,201402-09,NSV, ,FALSE,FALSE,FALSE,, ,1
UF283295,UF283295,erinaceomorpha, ,UF284226,201402,M1/,L,v12029,0.003828136018,Y,0.003878037156,X,X,X,X, ,8/29/16,201402-15,NSV, ,FALSE,FALSE,FALSE,, ,1
UF284226,UF284226,macrocranion<, ,UF284226,201402,M/1, ,v12029,0.003828136018,Y,0.003878037156,X,X,X,BROKEN, ,3/1/14,201402-15,NSV, ,TRUE,TRUE,TRUE,M7969, ,1
UF283286,UF283286,erinaceomorpha,1,UF284227,201402,M2/,R,v12029,0.004481443721,Y,0.004532239999,X, , , X,paracone crumbling; being picky,8/25/16,201402-30,NSV, ,FALSE,FALSE,FALSE,, ,1
UF284201,UF284201,erinaceomorpha,3,UF284227,201402,M/1 or M/2,R,v12029,0.004481443721,Y,0.004532239999,X,X,X,WORN,"because of flipping, long mis-ID'd as UF284201. Fixed 2/20/17",2/2/16,201402-30,NSV, ,FALSE,FALSE,FALSE,, ,1
UF284227,UF284227,erinaceomorpha,1,UF284227,201402,M/1 or M/2, ,v12029,0.004481443721,Y,0.004532239999,X,BROKEN,:(,:(,no media files on Morphosource,12/10/17,201402-30,NSV, ,FALSE,FALSE,FALSE,, ,1
UF284301,UF284301,erinaceomorpha,2,UF284227,201402,M1/,L,v12029,0.004481443721,Y,0.004532239999,X,X,X,X,"buccal side messy, but also maybe a nyctitheriid?",8/25/16,201402-30,NSV, ,FALSE,FALSE,FALSE,, ,1
UF295430,UF295430,macrocranion<,3,UF284227,201402,M/1,L,v12029,0.004481443721,Y,0.004532239999,BROKEN,:(,:(,:(,"because of flipping, long mis-ID'd as UF284201. Fixed 2/20/17",12/10/17,201402-30,NSV, ,TRUE,TRUE,TRUE,M7793, ,1
UF283290,UF283290,erinaceomorpha, ,UF284228,201402,MX/,L,v12029,0.004341971335,Y,0.004392763058,X, , , X,missing large chunks of enamel. Ugly,8/25/16,201402-09,NSV, ,FALSE,FALSE,FALSE,, ,1
UF284220,UF284220,colpocherus, ,UF284228,201402,M/1, ,v12029,0.004341971335,Y,0.004392763058,X,X,X,X, ,7/3/17,201402-09,NSV, ,TRUE,TRUE,TRUE,M7967, ,1
UF284228,UF284228,macrocranion<, ,UF284228,201402,M/2, ,v12029,0.004341971335,Y,0.004392763058,X,X,X,WORN,no zipped tiff stack on morphosource,3/1/14,201402-09,NSV, ,TRUE,TRUE,TRUE,M7788, ,1
UF284253,UF284253,erinaceomorpha, ,UF284228,201402,M/3, ,v12029,0.004341971335,Y,0.004392763058,X,X,X,X, ,1/2/17,201402-09,NSV, ,FALSE,FALSE,FALSE,, ,1
UF284256,UF284256,erinaceomorpha, ,UF284228,201402,M/3, ,v12029,0.004341971335,Y,0.004392763058,X,X,X,X, ,1/2/17,201402-09,NSV, ,FALSE,FALSE,FALSE,, ,1
UF284282,UF284282,erinaceomorpha, ,UF284228,201402,maxilla M2/,R,v12029,0.004341971335,Y,0.004392763058,X,X,X,X,a little worn,8/25/16,201402-09,NSV, ,FALSE,FALSE,FALSE,, ,1
UF295457,UF295457,erinaceomorpha, ,UF284228,201402,M3/, ,v12029,0.004341971335,Y,0.004392763058,X,X,X,X, ,4/11/17,201402-09,NSV, ,FALSE,FALSE,FALSE,, ,1
UF295475,UF295475,erinaceomorpha, ,UF284228,201402,M3/,R,v12029,0.004341971335,Y,0.004392763058,X,X,X,X, ,4/11/17,201402-09,NSV, ,FALSE,FALSE,FALSE,, ,1
UF283246,UF283246,erinaceomorpha, ,UF284232,201402,M3/, ,v12029,0.003969434183,Y,0.00401971724,X,X,X,X, ,4/7/17,201402-19,NSV, ,FALSE,FALSE,FALSE,, ,1
UF284202,UF284202,erinaceomorpha, ,UF284232,201402,M/1,R,v12029,0.003969434183,Y,0.00401971724,X,BROKEN,:(,:(,"not an M/3 as labelled in scan notes. If mirrored, is a R M/1 or Macrocranion with broken entoconid",1/2/17,201402-19,NSV, ,FALSE,FALSE,FALSE,, ,1
UF284232,UF284232,colpocherus, ,UF284232,201402,M/1 or M/2, ,v12029,0.003969434183,Y,0.00401971724,X,X,X,BROKEN,multiple cusps sheared off,3/1/14,201402-19,NSV, ,TRUE,TRUE,FALSE,, ,1
UF284319,UF284319,erinaceomorpha, ,UF284232,201402,M1/ or M2/, ,v12029,0.003969434183,Y,0.00401971724,X,BROKEN,:(,:(,broken…style?,8/25/16,201402-19,NSV, ,FALSE,FALSE,FALSE,, ,1
UF283299,UF283299,erinaceomorpha, ,UF284239,201402,MX/,L,v12029,0.004341971335,Y,0.004392763058,X,X,X,X,some chips of enamel gone,8/25/16,201402-09,NSV, ,FALSE,FALSE,FALSE,, ,1
UF284239,UF284239,macrocranion<, ,UF284239,201402,M/2, ,v12029,0.004341971335,Y,0.004392763058,X,X,X,WORN, ,3/1/14,201402-09,NSV, ,TRUE,TRUE,TRUE,M7787, ,1
UF284258,UF284258,erinaceomorpha, ,UF284239,201402,M/3, ,v12029,0.004341971335,Y,0.004392763058,X,X,X,X, ,1/2/17,201402-09,NSV, ,FALSE,FALSE,FALSE,, ,1
UF295473,UF295473,erinaceomorpha, ,UF284239,201402,M3/, ,v12029,0.004341971335,Y,0.004392763058,X,BROKEN,:(,:(,broken paracone,12/10/17,201402-09,NSV, ,FALSE,FALSE,FALSE,, ,1
UF284224,UF284224,colpocherus, ,UF295431,201402,M/2, ,v12029,0.004642874002,Y,0.00469354911,X,X,X,X, ,3/1/14,201402-31,NSV, ,TRUE,TRUE,TRUE,M7968, ,1
UF284250,UF284250,erinaceomorpha, ,UF295431,201402,M/3, ,v12029,0.004642874002,Y,0.00469354911,BROKEN,:(,:(,:(,"beautiful, potential for salvage, but currently missing big chunk of lingual side from root",11/1/16,201402-31,NSV, ,FALSE,FALSE,FALSE,, ,1
UF284260,UF284260,erinaceomorpha, ,UF295431,201402,M/3, ,v12029,0.004642874002,Y,0.00469354911,X,X,X,X, ,11/1/16,201402-31,NSV, ,FALSE,FALSE,FALSE,, ,1
UF284299,UF284299,erinaceomorpha, ,UF295431,201402,M1/,L,v12029,0.004642874002,Y,0.00469354911,X,X,X,X, ,8/23/16,201402-31,NSV, ,FALSE,FALSE,FALSE,, ,1
UF284318,UF284318,erinaceomorpha, ,UF295431,201402,M1/,L,v12029,0.004642874002,Y,0.00469354911,X,:(,:(,:(,ugly and lumpy,8/25/16,201402-31,NSV, ,FALSE,FALSE,FALSE,, ,1
UF295431,UF295431,macrocranion, ,UF295431,201402,M/1 or M/2, ,v12029,0.004642874002,Y,0.00469354911,X,X,:(,:(,enamelless,3/1/14,201402-31,NSV, ,FALSE,FALSE,FALSE,, ,1
